"ym","cd","csd","csdname","cases","recips","depchld"
"202201","07","055","Okanagan-Similkameen H",290,383,77
"202201","09","009","Hope",642,824,146
"202201","09","020","Chilliwack",4497,6399,1670
"202201","09","052","Abbotsford",5342,7515,1910
"202201","09","056","Mission",1957,2701,667
"202201","15","001","Langley Township",2478,3269,691
"202201","15","002","Langley City",1504,2054,455
"202201","15","004","Surrey",16901,24660,6418
"202201","15","007","White Rock",493,582,79
"202201","15","011","Delta",1928,2662,625
"202201","15","015","Richmond",2972,3875,703
"202201","15","022","Vancouver",24376,28425,3385
"202201","15","025","Burnaby",5483,7468,1562
"202201","15","029","New Westminster",2608,3281,545
"202201","15","034","Coquitlam",2954,4073,889
"202201","15","039","Port Coquitlam",1741,2390,542
"202201","15","043","Port Moody",458,607,116
"202201","15","046","North Vancouver DM",1076,1255,150
"202201","15","051","North Vancouver City",1319,1577,201
"202201","15","055","West Vancouver",392,512,96
"202201","15","070","Pitt Meadows",405,593,156
"202201","15","075","Maple Ridge",3151,3921,665
"202201","17","010","Sidney",221,268,38
"202201","17","015","Central Saanich",254,307,48
"202201","17","021","Saanich",3164,3946,687
"202201","17","027","Saltspring Island",362,453,84
"202201","17","034","Victoria",5138,6052,759
"202201","17","040","Esquimalt",832,1020,151
"202201","17","041","Colwood",471,634,143
"202201","17","044","Langford",1256,1700,384
"202201","17","047","View Royal",268,309,31
"202201","17","052","Sooke",550,736,156
"202201","19","008","North Cowichan",1225,1715,427
"202201","19","012","Duncan",439,654,183
"202201","19","016","Lake Cowichan",258,325,52
"202201","21","007","Nanaimo",5353,7132,1511
"202201","21","010","Nanaimo A",288,347,49
"202201","21","018","Parksville",429,535,89
"202201","21","032","Nanaimo F",471,596,99
"202201","23","008","Port Alberni",1938,2720,641
"202201","24","034","Campbell River",1887,2601,640
"202201","26","005","Comox",312,409,86
"202201","26","010","Courtenay",1679,2184,435
"202201","27","008","Powell River",846,1127,222
"202201","29","011","Sechelt",485,614,105
"202201","31","006","Squamish",443,587,130
"202201","33","042","Kamloops",4776,6147,1199
"202201","35","010","Kelowna",5530,6943,1198
"202201","35","029","West Kelowna",884,1182,267
"202201","35","802","Tsinstikeptum 9",359,461,83
"202201","37","014","Vernon",2696,3575,749
"202201","37","028","Armstrong",256,321,53
"202201","39","032","Salmon Arm",774,983,179
"202201","41","005","One Hundred Mile House",238,310,56
"202201","41","009","Williams Lake",843,1248,368
"202201","41","013","Quesnel",884,1221,291
"202201","43","023","Port Hardy",416,575,135
"202201","47","012","Prince Rupert",736,1124,342
"202201","49","005","Kitimat",300,474,158
"202201","49","011","Terrace",661,975,283
"202201","51","007","Vanderhoof",237,345,94
"202201","51","043","Smithers",234,320,77
"202201","53","023","Prince George",4705,6563,1666
"202201","55","014","Dawson Creek",833,1178,311
"202201","55","034","Fort St. John",762,1104,306
"202202","01","022","Cranbrook",1047,1383,301
"202202","03","004","Creston",323,417,78
"202202","03","015","Nelson",549,682,121
"202202","03","045","Castlegar",333,460,112
"202202","03","052","Central Kootenay H",222,310,71
"202202","05","014","Trail",582,732,135
"202202","05","032","Grand Forks",350,446,80
"202202","07","014","Oliver",283,353,59
"202202","07","035","Summerland",341,424,72
"202202","07","041","Penticton",2345,2928,483
"202202","07","055","Okanagan-Similkameen H",284,373,73
"202202","09","009","Hope",642,831,153
"202202","09","020","Chilliwack",4492,6398,1669
"202202","09","052","Abbotsford",5331,7498,1896
"202202","09","056","Mission",1958,2716,679
"202202","15","001","Langley Township",2515,3320,706
"202202","15","002","Langley City",1502,2054,455
"202202","15","004","Surrey",16886,24605,6383
"202202","15","007","White Rock",482,570,79
"202202","15","011","Delta",1949,2705,642
"202202","15","015","Richmond",2967,3858,690
"202202","15","022","Vancouver",24307,28296,3326
"202202","15","025","Burnaby",5497,7509,1577
"202202","15","029","New Westminster",2614,3300,558
"202202","15","034","Coquitlam",2963,4088,889
"202202","15","039","Port Coquitlam",1747,2405,551
"202202","15","043","Port Moody",456,603,113
"202202","15","046","North Vancouver DM",1066,1246,152
"202202","15","051","North Vancouver City",1316,1575,198
"202202","15","055","West Vancouver",387,512,99
"202202","15","070","Pitt Meadows",407,600,159
"202202","15","075","Maple Ridge",3146,3929,676
"202202","17","010","Sidney",227,274,37
"202202","17","015","Central Saanich",258,309,46
"202202","17","021","Saanich",3145,3928,693
"202202","17","027","Saltspring Island",364,452,81
"202202","17","034","Victoria",5128,6059,779
"202202","17","040","Esquimalt",837,1028,155
"202202","17","041","Colwood",468,631,143
"202202","17","044","Langford",1254,1696,382
"202202","17","047","View Royal",272,312,31
"202202","17","052","Sooke",567,766,165
"202202","19","008","North Cowichan",1220,1724,442
"202202","19","012","Duncan",442,650,176
"202202","19","016","Lake Cowichan",255,325,54
"202202","21","007","Nanaimo",5350,7113,1498
"202202","21","010","Nanaimo A",299,361,52
"202202","21","018","Parksville",439,547,92
"202202","21","032","Nanaimo F",463,587,99
"202202","23","008","Port Alberni",1930,2717,648
"202202","24","034","Campbell River",1908,2627,642
"202202","26","005","Comox",309,406,87
"202202","26","010","Courtenay",1684,2173,422
"202202","27","008","Powell River",853,1135,220
"202202","29","011","Sechelt",491,630,116
"202202","31","006","Squamish",442,580,124
"202202","33","042","Kamloops",4769,6111,1172
"202202","35","010","Kelowna",5478,6912,1218
"202202","35","029","West Kelowna",904,1195,260
"202202","35","802","Tsinstikeptum 9",354,451,78
"202202","37","014","Vernon",2686,3561,746
"202202","37","028","Armstrong",267,328,48
"202202","39","032","Salmon Arm",762,973,183
"202202","41","005","One Hundred Mile House",238,314,59
"202202","41","009","Williams Lake",864,1276,374
"202202","41","013","Quesnel",887,1220,288
"202202","43","023","Port Hardy",414,582,146
"202202","47","012","Prince Rupert",742,1124,338
"202202","49","005","Kitimat",302,475,157
"202202","49","011","Terrace",671,993,292
"202202","51","007","Vanderhoof",232,339,93
"202202","51","043","Smithers",233,325,82
"202202","53","023","Prince George",4723,6571,1660
"202202","55","014","Dawson Creek",842,1184,308
"202202","55","034","Fort St. John",771,1122,314
"202203","01","022","Cranbrook",1074,1421,305
"202203","03","004","Creston",326,427,85
"202203","03","015","Nelson",559,694,120
"202203","03","045","Castlegar",349,487,121
"202203","03","052","Central Kootenay H",225,313,70
"202203","05","014","Trail",599,750,131
"202203","05","032","Grand Forks",355,450,78
"202203","07","014","Oliver",282,356,60
"202203","07","035","Summerland",342,430,74
"202203","07","041","Penticton",2406,3021,505
"202203","07","055","Okanagan-Similkameen H",280,364,69
"202203","09","009","Hope",654,850,158
"202203","09","020","Chilliwack",4584,6508,1674
"202203","09","052","Abbotsford",5485,7751,1972
"202203","09","056","Mission",1971,2739,683
"202203","15","001","Langley Township",2588,3407,708
"202203","15","002","Langley City",1522,2094,472
"202203","15","004","Surrey",17285,25194,6503
"202203","15","007","White Rock",488,572,75
"202203","15","011","Delta",2009,2806,672
"202203","15","015","Richmond",3067,4001,715
"202203","15","022","Vancouver",24729,28843,3415
"202203","15","025","Burnaby",5673,7797,1649
"202203","15","029","New Westminster",2669,3390,581
"202203","15","034","Coquitlam",3040,4213,915
"202203","15","039","Port Coquitlam",1774,2430,547
"202203","15","043","Port Moody",463,620,120
"202203","15","046","North Vancouver DM",1110,1301,161
"202203","15","051","North Vancouver City",1346,1611,196
"202203","15","055","West Vancouver",389,510,95
"202203","15","070","Pitt Meadows",417,610,158
"202203","15","075","Maple Ridge",3241,4052,692
"202203","17","010","Sidney",242,294,40
"202203","17","015","Central Saanich",271,322,46
"202203","17","021","Saanich",3259,4069,704
"202203","17","027","Saltspring Island",384,476,84
"202203","17","034","Victoria",5236,6202,800
"202203","17","040","Esquimalt",864,1061,156
"202203","17","041","Colwood",490,667,152
"202203","17","044","Langford",1287,1747,391
"202203","17","047","View Royal",283,327,32
"202203","17","052","Sooke",577,782,170
"202203","19","008","North Cowichan",1248,1773,453
"202203","19","012","Duncan",451,660,177
"202203","19","016","Lake Cowichan",262,335,55
"202203","21","007","Nanaimo",5511,7346,1543
"202203","21","010","Nanaimo A",308,372,54
"202203","21","018","Parksville",448,562,95
"202203","21","032","Nanaimo F",469,597,100
"202203","23","008","Port Alberni",1975,2765,644
"202203","24","034","Campbell River",1956,2685,644
"202203","26","005","Comox",322,427,95
"202203","26","010","Courtenay",1733,2244,435
"202203","27","008","Powell River",867,1157,222
"202203","29","011","Sechelt",508,654,119
"202203","31","006","Squamish",454,593,125
"202203","33","042","Kamloops",4891,6284,1204
"202203","35","010","Kelowna",5601,7088,1242
"202203","35","029","West Kelowna",952,1267,278
"202203","35","802","Tsinstikeptum 9",349,440,72
"202203","37","014","Vernon",2761,3679,771
"202203","37","028","Armstrong",270,334,50
"202203","39","032","Salmon Arm",770,976,178
"202203","41","005","One Hundred Mile House",237,312,59
"202203","41","009","Williams Lake",878,1314,393
"202203","41","013","Quesnel",905,1250,294
"202203","43","023","Port Hardy",426,595,146
"202203","47","012","Prince Rupert",745,1134,340
"202203","49","005","Kitimat",318,497,161
"202203","49","011","Terrace",676,993,282
"202203","51","007","Vanderhoof",246,359,95
"202203","51","043","Smithers",233,320,78
"202203","53","023","Prince George",4799,6681,1678
"202203","55","014","Dawson Creek",871,1236,328
"202203","55","034","Fort St. John",805,1170,323
"202204","01","022","Cranbrook",1073,1423,306
"202204","03","004","Creston",330,430,84
"202204","03","015","Nelson",569,704,123
"202204","03","045","Castlegar",351,496,128
"202204","03","052","Central Kootenay H",220,305,67
"202204","05","014","Trail",593,740,126
"202204","05","032","Grand Forks",358,450,76
"202204","07","014","Oliver",286,361,59
"202204","07","035","Summerland",340,419,65
"202204","07","041","Penticton",2374,2984,500
"202204","07","055","Okanagan-Similkameen H",280,364,69
"202204","09","009","Hope",645,830,148
"202204","09","020","Chilliwack",4594,6520,1676
"202204","09","052","Abbotsford",5502,7749,1959
"202204","09","056","Mission",1969,2718,670
"202204","15","001","Langley Township",2593,3442,731
"202204","15","002","Langley City",1520,2091,469
"202204","15","004","Surrey",17316,25276,6554
"202204","15","007","White Rock",480,561,72
"202204","15","011","Delta",2043,2841,670
"202204","15","015","Richmond",3076,4025,724
"202204","15","022","Vancouver",24781,28917,3425
"202204","15","025","Burnaby",5674,7775,1630
"202204","15","029","New Westminster",2686,3424,588
"202204","15","034","Coquitlam",3073,4264,936
"202204","15","039","Port Coquitlam",1787,2451,553
"202204","15","043","Port Moody",474,636,124
"202204","15","046","North Vancouver DM",1123,1320,160
"202204","15","051","North Vancouver City",1350,1618,199
"202204","15","055","West Vancouver",389,509,94
"202204","15","070","Pitt Meadows",422,614,157
"202204","15","075","Maple Ridge",3247,4059,693
"202204","17","010","Sidney",240,291,39
"202204","17","015","Central Saanich",271,317,42
"202204","17","021","Saanich",3267,4084,711
"202204","17","027","Saltspring Island",391,486,87
"202204","17","034","Victoria",5235,6207,805
"202204","17","040","Esquimalt",863,1059,155
"202204","17","041","Colwood",491,670,155
"202204","17","044","Langford",1305,1767,397
"202204","17","047","View Royal",290,334,33
"202204","17","052","Sooke",580,783,170
"202204","19","008","North Cowichan",1257,1781,454
"202204","19","012","Duncan",472,680,176
"202204","19","016","Lake Cowichan",263,337,54
"202204","21","007","Nanaimo",5498,7303,1520
"202204","21","010","Nanaimo A",301,361,50
"202204","21","018","Parksville",455,570,96
"202204","21","032","Nanaimo F",470,595,98
"202204","23","008","Port Alberni",1965,2751,642
"202204","24","034","Campbell River",1951,2675,637
"202204","26","005","Comox",321,426,94
"202204","26","010","Courtenay",1742,2275,456
"202204","27","008","Powell River",862,1153,224
"202204","29","011","Sechelt",499,639,114
"202204","31","006","Squamish",451,583,118
"202204","33","042","Kamloops",4910,6327,1229
"202204","35","010","Kelowna",5617,7104,1238
"202204","35","029","West Kelowna",964,1282,282
"202204","35","802","Tsinstikeptum 9",355,451,76
"202204","37","014","Vernon",2761,3677,771
"202204","37","028","Armstrong",270,334,50
"202204","39","032","Salmon Arm",784,994,182
"202204","41","005","One Hundred Mile House",238,314,58
"202204","41","009","Williams Lake",888,1314,385
"202204","41","013","Quesnel",907,1257,298
"202204","43","023","Port Hardy",433,603,148
"202204","47","012","Prince Rupert",745,1129,337
"202204","49","005","Kitimat",314,490,158
"202204","49","011","Terrace",682,1026,306
"202204","51","007","Vanderhoof",246,357,94
"202204","51","043","Smithers",236,320,74
"202204","53","023","Prince George",4801,6722,1718
"202204","55","014","Dawson Creek",882,1241,320
"202204","55","034","Fort St. John",811,1189,338
"202205","01","022","Cranbrook",1075,1424,307
"202205","03","004","Creston",327,422,79
"202205","03","015","Nelson",561,693,119
"202205","03","045","Castlegar",348,488,122
"202205","03","052","Central Kootenay H",219,302,66
"202205","05","014","Trail",588,728,122
"202205","05","032","Grand Forks",353,449,78
"202205","07","014","Oliver",277,347,56
"202205","07","035","Summerland",334,411,61
"202205","07","041","Penticton",2402,3034,517
"202205","07","055","Okanagan-Similkameen H",283,362,64
"202205","09","009","Hope",628,800,135
"202205","09","020","Chilliwack",4608,6541,1689
"202205","09","052","Abbotsford",5518,7767,1961
"202205","09","056","Mission",1959,2722,683
"202205","15","001","Langley Township",2608,3459,734
"202205","15","002","Langley City",1530,2138,500
"202205","15","004","Surrey",17304,25291,6569
"202205","15","007","White Rock",476,556,71
"202205","15","011","Delta",2047,2840,670
"202205","15","015","Richmond",3073,4003,713
"202205","15","022","Vancouver",24855,28993,3426
"202205","15","025","Burnaby",5689,7796,1632
"202205","15","029","New Westminster",2672,3403,587
"202205","15","034","Coquitlam",3082,4269,926
"202205","15","039","Port Coquitlam",1790,2463,560
"202205","15","043","Port Moody",468,616,113
"202205","15","046","North Vancouver DM",1117,1322,162
"202205","15","051","North Vancouver City",1357,1616,191
"202205","15","055","West Vancouver",390,504,91
"202205","15","070","Pitt Meadows",422,607,152
"202205","15","075","Maple Ridge",3264,4085,704
"202205","17","010","Sidney",240,291,38
"202205","17","015","Central Saanich",265,316,47
"202205","17","021","Saanich",3268,4074,700
"202205","17","027","Saltspring Island",392,487,87
"202205","17","034","Victoria",5227,6198,800
"202205","17","040","Esquimalt",860,1056,155
"202205","17","041","Colwood",489,670,160
"202205","17","044","Langford",1309,1791,415
"202205","17","047","View Royal",291,334,32
"202205","17","052","Sooke",579,773,165
"202205","19","008","North Cowichan",1258,1776,448
"202205","19","012","Duncan",480,694,182
"202205","19","016","Lake Cowichan",266,338,52
"202205","21","007","Nanaimo",5479,7273,1509
"202205","21","010","Nanaimo A",303,365,52
"202205","21","018","Parksville",452,565,94
"202205","21","032","Nanaimo F",476,603,100
"202205","23","008","Port Alberni",1969,2757,649
"202205","24","034","Campbell River",1971,2693,637
"202205","26","005","Comox",317,418,90
"202205","26","010","Courtenay",1742,2273,453
"202205","27","008","Powell River",870,1168,231
"202205","29","011","Sechelt",502,639,110
"202205","31","006","Squamish",447,588,127
"202205","33","042","Kamloops",4924,6308,1196
"202205","35","010","Kelowna",5647,7150,1252
"202205","35","029","West Kelowna",950,1258,272
"202205","35","802","Tsinstikeptum 9",363,459,76
"202205","37","014","Vernon",2744,3651,764
"202205","37","028","Armstrong",264,322,44
"202205","39","032","Salmon Arm",784,994,181
"202205","41","005","One Hundred Mile House",238,317,60
"202205","41","009","Williams Lake",870,1308,398
"202205","41","013","Quesnel",911,1256,296
"202205","43","023","Port Hardy",421,600,155
"202205","47","012","Prince Rupert",757,1142,339
"202205","49","005","Kitimat",309,483,155
"202205","49","011","Terrace",692,1030,300
"202205","51","007","Vanderhoof",250,358,93
"202205","51","043","Smithers",237,321,74
"202205","53","023","Prince George",4835,6784,1745
"202205","55","014","Dawson Creek",899,1258,321
"202205","55","034","Fort St. John",818,1200,342
"202206","01","022","Cranbrook",1076,1437,318
"202206","03","004","Creston",326,423,81
"202206","03","015","Nelson",571,709,124
"202206","03","045","Castlegar",351,494,123
"202206","03","052","Central Kootenay H",223,305,65
"202206","05","014","Trail",590,728,122
"202206","05","032","Grand Forks",340,433,76
"202206","07","014","Oliver",281,356,61
"202206","07","035","Summerland",330,402,57
"202206","07","041","Penticton",2387,3010,510
"202206","07","055","Okanagan-Similkameen H",282,353,56
"202206","09","009","Hope",626,795,131
"202206","09","020","Chilliwack",4632,6547,1672
"202206","09","052","Abbotsford",5567,7832,1975
"202206","09","056","Mission",1965,2742,701
"202206","15","001","Langley Township",2593,3450,744
"202206","15","002","Langley City",1573,2177,497
"202206","15","004","Surrey",17317,25305,6568
"202206","15","007","White Rock",476,554,69
"202206","15","011","Delta",2061,2850,666
"202206","15","015","Richmond",3070,4001,720
"202206","15","022","Vancouver",24859,29000,3422
"202206","15","025","Burnaby",5688,7798,1639
"202206","15","029","New Westminster",2678,3394,575
"202206","15","034","Coquitlam",3079,4258,923
"202206","15","039","Port Coquitlam",1792,2482,577
"202206","15","043","Port Moody",483,625,108
"202206","15","046","North Vancouver DM",1104,1305,161
"202206","15","051","North Vancouver City",1368,1624,187
"202206","15","055","West Vancouver",391,505,91
"202206","15","070","Pitt Meadows",415,603,155
"202206","15","075","Maple Ridge",3255,4060,692
"202206","17","010","Sidney",238,283,35
"202206","17","015","Central Saanich",264,313,45
"202206","17","021","Saanich",3266,4078,703
"202206","17","027","Saltspring Island",394,490,87
"202206","17","034","Victoria",5264,6251,812
"202206","17","040","Esquimalt",873,1070,156
"202206","17","041","Colwood",481,654,155
"202206","17","044","Langford",1310,1785,411
"202206","17","047","View Royal",291,335,33
"202206","17","052","Sooke",576,770,165
"202206","19","008","North Cowichan",1263,1796,462
"202206","19","012","Duncan",474,696,190
"202206","19","016","Lake Cowichan",265,342,56
"202206","21","007","Nanaimo",5503,7314,1524
"202206","21","010","Nanaimo A",296,358,52
"202206","21","018","Parksville",442,545,85
"202206","21","032","Nanaimo F",475,593,90
"202206","23","008","Port Alberni",1971,2747,639
"202206","24","034","Campbell River",1955,2675,634
"202206","26","005","Comox",313,415,91
"202206","26","010","Courtenay",1757,2288,454
"202206","27","008","Powell River",881,1182,232
"202206","29","011","Sechelt",487,618,107
"202206","31","006","Squamish",453,599,131
"202206","33","042","Kamloops",4953,6358,1214
"202206","35","010","Kelowna",5677,7189,1262
"202206","35","029","West Kelowna",963,1272,272
"202206","35","802","Tsinstikeptum 9",370,468,79
"202206","37","014","Vernon",2746,3642,754
"202206","37","028","Armstrong",271,329,44
"202206","39","032","Salmon Arm",780,989,180
"202206","41","005","One Hundred Mile House",239,317,59
"202206","41","009","Williams Lake",861,1289,389
"202206","41","013","Quesnel",911,1256,296
"202206","43","023","Port Hardy",425,597,147
"202206","47","012","Prince Rupert",756,1147,344
"202206","49","005","Kitimat",304,468,149
"202206","49","011","Terrace",704,1049,307
"202206","51","007","Vanderhoof",251,367,104
"202206","51","043","Smithers",236,321,75
"202206","53","023","Prince George",4839,6789,1744
"202206","55","014","Dawson Creek",906,1257,313
"202206","55","034","Fort St. John",820,1184,328
"202207","01","022","Cranbrook",1068,1429,318
"202207","03","004","Creston",322,421,81
"202207","03","015","Nelson",572,704,119
"202207","03","045","Castlegar",354,490,117
"202207","03","052","Central Kootenay H",227,314,69
"202207","05","014","Trail",586,721,119
"202207","05","032","Grand Forks",341,432,74
"202207","07","014","Oliver",287,362,61
"202207","07","035","Summerland",340,414,58
"202207","07","041","Penticton",2392,3021,517
"202207","07","055","Okanagan-Similkameen H",278,350,57
"202207","09","009","Hope",634,812,139
"202207","09","020","Chilliwack",4665,6612,1702
"202207","09","052","Abbotsford",5614,7914,2004
"202207","09","056","Mission",1970,2751,705
"202207","15","001","Langley Township",2617,3484,754
"202207","15","002","Langley City",1582,2188,495
"202207","15","004","Surrey",17392,25456,6644
"202207","15","007","White Rock",466,543,68
"202207","15","011","Delta",2043,2826,663
"202207","15","015","Richmond",3115,4086,753
"202207","15","022","Vancouver",24899,29045,3433
"202207","15","025","Burnaby",5691,7815,1654
"202207","15","029","New Westminster",2693,3419,583
"202207","15","034","Coquitlam",3067,4256,931
"202207","15","039","Port Coquitlam",1794,2474,569
"202207","15","043","Port Moody",486,634,112
"202207","15","046","North Vancouver DM",1116,1316,158
"202207","15","051","North Vancouver City",1371,1638,199
"202207","15","055","West Vancouver",389,502,89
"202207","15","070","Pitt Meadows",418,612,160
"202207","15","075","Maple Ridge",3278,4093,706
"202207","17","010","Sidney",238,278,30
"202207","17","015","Central Saanich",262,309,44
"202207","17","021","Saanich",3249,4072,713
"202207","17","027","Saltspring Island",390,483,84
"202207","17","034","Victoria",5290,6291,823
"202207","17","040","Esquimalt",863,1056,153
"202207","17","041","Colwood",485,661,156
"202207","17","044","Langford",1318,1810,429
"202207","17","047","View Royal",289,333,32
"202207","17","052","Sooke",581,774,164
"202207","19","008","North Cowichan",1255,1772,448
"202207","19","012","Duncan",473,697,191
"202207","19","016","Lake Cowichan",266,344,57
"202207","21","007","Nanaimo",5522,7352,1546
"202207","21","010","Nanaimo A",294,359,55
"202207","21","018","Parksville",438,544,88
"202207","21","032","Nanaimo F",476,601,98
"202207","23","008","Port Alberni",1968,2753,646
"202207","24","034","Campbell River",1975,2699,637
"202207","26","005","Comox",308,411,92
"202207","26","010","Courtenay",1760,2300,463
"202207","27","008","Powell River",882,1180,231
"202207","29","011","Sechelt",497,634,113
"202207","31","006","Squamish",455,601,132
"202207","33","042","Kamloops",4972,6398,1231
"202207","35","010","Kelowna",5664,7168,1260
"202207","35","029","West Kelowna",960,1278,279
"202207","35","802","Tsinstikeptum 9",361,456,77
"202207","37","014","Vernon",2732,3607,739
"202207","37","028","Armstrong",271,331,46
"202207","39","032","Salmon Arm",780,989,182
"202207","41","005","One Hundred Mile House",236,312,58
"202207","41","009","Williams Lake",863,1299,395
"202207","41","013","Quesnel",920,1280,309
"202207","43","023","Port Hardy",430,614,158
"202207","47","012","Prince Rupert",749,1130,334
"202207","49","005","Kitimat",294,451,143
"202207","49","011","Terrace",694,1044,312
"202207","51","007","Vanderhoof",258,381,110
"202207","51","043","Smithers",243,331,78
"202207","53","023","Prince George",4851,6811,1754
"202207","55","014","Dawson Creek",904,1259,318
"202207","55","034","Fort St. John",820,1187,331
"202208","01","022","Cranbrook",1070,1433,321
"202208","03","004","Creston",323,423,83
"202208","03","015","Nelson",577,713,123
"202208","03","045","Castlegar",348,485,118
"202208","03","052","Central Kootenay H",231,315,67
"202208","05","014","Trail",580,712,116
"202208","05","032","Grand Forks",342,431,72
"202208","07","014","Oliver",283,358,61
"202208","07","035","Summerland",332,407,57
"202208","07","041","Penticton",2384,2997,506
"202208","07","055","Okanagan-Similkameen H",288,366,63
"202208","09","009","Hope",634,807,135
"202208","09","020","Chilliwack",4652,6606,1711
"202208","09","052","Abbotsford",5645,7959,2023
"202208","09","056","Mission",1989,2793,726
"202208","15","001","Langley Township",2627,3489,751
"202208","15","002","Langley City",1578,2183,495
"202208","15","004","Surrey",17395,25484,6663
"202208","15","007","White Rock",461,547,75
"202208","15","011","Delta",2051,2844,670
"202208","15","015","Richmond",3136,4124,762
"202208","15","022","Vancouver",24927,29064,3431
"202208","15","025","Burnaby",5697,7850,1677
"202208","15","029","New Westminster",2697,3441,597
"202208","15","034","Coquitlam",3088,4299,947
"202208","15","039","Port Coquitlam",1769,2449,568
"202208","15","043","Port Moody",486,640,119
"202208","15","046","North Vancouver DM",1113,1310,156
"202208","15","051","North Vancouver City",1378,1651,205
"202208","15","055","West Vancouver",395,509,90
"202208","15","070","Pitt Meadows",423,619,161
"202208","15","075","Maple Ridge",3267,4093,712
"202208","17","010","Sidney",239,279,31
"202208","17","015","Central Saanich",259,305,43
"202208","17","021","Saanich",3251,4071,708
"202208","17","027","Saltspring Island",385,479,84
"202208","17","034","Victoria",5282,6289,830
"202208","17","040","Esquimalt",874,1070,158
"202208","17","041","Colwood",494,673,160
"202208","17","044","Langford",1314,1806,426
"202208","17","047","View Royal",288,331,34
"202208","17","052","Sooke",580,773,164
"202208","19","008","North Cowichan",1262,1784,453
"202208","19","012","Duncan",472,702,198
"202208","19","016","Lake Cowichan",256,329,53
"202208","21","007","Nanaimo",5562,7400,1551
"202208","21","010","Nanaimo A",291,355,55
"202208","21","018","Parksville",439,548,91
"202208","21","032","Nanaimo F",474,597,97
"202208","23","008","Port Alberni",1973,2762,650
"202208","24","034","Campbell River",1969,2711,653
"202208","26","005","Comox",313,409,85
"202208","26","010","Courtenay",1763,2301,459
"202208","27","008","Powell River",878,1182,238
"202208","29","011","Sechelt",496,630,111
"202208","31","006","Squamish",454,606,136
"202208","33","042","Kamloops",4955,6374,1227
"202208","35","010","Kelowna",5668,7165,1258
"202208","35","029","West Kelowna",954,1265,271
"202208","35","802","Tsinstikeptum 9",363,452,70
"202208","37","014","Vernon",2742,3628,752
"202208","37","028","Armstrong",264,325,47
"202208","39","032","Salmon Arm",776,991,189
"202208","41","005","One Hundred Mile House",235,313,59
"202208","41","009","Williams Lake",850,1284,398
"202208","41","013","Quesnel",914,1280,316
"202208","43","023","Port Hardy",437,621,161
"202208","47","012","Prince Rupert",756,1133,332
"202208","49","005","Kitimat",297,457,145
"202208","49","011","Terrace",695,1047,314
"202208","51","007","Vanderhoof",249,370,110
"202208","51","043","Smithers",238,318,72
"202208","53","023","Prince George",4842,6806,1763
"202208","55","014","Dawson Creek",916,1278,325
"202208","55","034","Fort St. John",817,1184,331
"202209","01","022","Cranbrook",1084,1441,315
"202209","03","004","Creston",328,429,84
"202209","03","015","Nelson",583,711,116
"202209","03","045","Castlegar",350,495,126
"202209","03","052","Central Kootenay H",229,311,67
"202209","05","014","Trail",583,712,115
"202209","05","032","Grand Forks",343,434,77
"202209","07","014","Oliver",286,361,61
"202209","07","035","Summerland",333,406,55
"202209","07","041","Penticton",2369,2984,507
"202209","07","055","Okanagan-Similkameen H",280,361,67
"202209","09","009","Hope",631,813,144
"202209","09","020","Chilliwack",4693,6642,1711
"202209","09","052","Abbotsford",5639,7979,2050
"202209","09","056","Mission",1989,2790,725
"202209","15","001","Langley Township",2636,3488,744
"202209","15","002","Langley City",1570,2199,513
"202209","15","004","Surrey",17487,25659,6736
"202209","15","007","White Rock",460,547,76
"202209","15","011","Delta",2054,2866,689
"202209","15","015","Richmond",3134,4131,773
"202209","15","022","Vancouver",24902,29068,3449
"202209","15","025","Burnaby",5709,7886,1700
"202209","15","029","New Westminster",2690,3435,600
"202209","15","034","Coquitlam",3078,4283,940
"202209","15","039","Port Coquitlam",1755,2439,572
"202209","15","043","Port Moody",493,641,112
"202209","15","046","North Vancouver DM",1116,1309,154
"202209","15","051","North Vancouver City",1401,1686,217
"202209","15","055","West Vancouver",396,514,93
"202209","15","070","Pitt Meadows",414,606,157
"202209","15","075","Maple Ridge",3274,4121,728
"202209","17","010","Sidney",233,275,32
"202209","17","015","Central Saanich",253,299,42
"202209","17","021","Saanich",3290,4137,738
"202209","17","027","Saltspring Island",388,481,82
"202209","17","034","Victoria",5264,6253,815
"202209","17","040","Esquimalt",846,1041,157
"202209","17","041","Colwood",491,664,154
"202209","17","044","Langford",1308,1784,414
"202209","17","047","View Royal",281,329,35
"202209","17","052","Sooke",587,787,174
"202209","19","008","North Cowichan",1265,1781,450
"202209","19","012","Duncan",471,695,192
"202209","19","016","Lake Cowichan",253,321,51
"202209","21","007","Nanaimo",5547,7417,1586
"202209","21","010","Nanaimo A",290,352,53
"202209","21","018","Parksville",433,547,97
"202209","21","032","Nanaimo F",469,592,100
"202209","23","008","Port Alberni",1975,2750,641
"202209","24","034","Campbell River",1967,2690,640
"202209","26","005","Comox",311,409,86
"202209","26","010","Courtenay",1751,2286,454
"202209","27","008","Powell River",870,1167,232
"202209","29","011","Sechelt",493,630,113
"202209","31","006","Squamish",448,602,138
"202209","33","042","Kamloops",4934,6351,1231
"202209","35","010","Kelowna",5659,7189,1283
"202209","35","029","West Kelowna",967,1288,283
"202209","35","802","Tsinstikeptum 9",360,456,77
"202209","37","014","Vernon",2735,3622,758
