"ym","cd","csd","csdname","cases","recips","depchld"
"200301","15","002","Langley City",948,1502,484
"200301","15","004","Surrey",10034,16786,5727
"200301","15","007","White Rock",278,343,53
"200301","15","011","Delta",1340,2030,588
"200301","15","015","Richmond",1981,3149,968
"200301","15","022","Vancouver",24787,33082,6897
"200301","15","025","Burnaby",5022,8094,2507
"200301","15","029","New Westminster",2523,3513,757
"200301","15","034","Coquitlam",1812,2988,943
"200301","15","039","Port Coquitlam",1188,1793,524
"200301","15","043","Port Moody",307,452,124
"200301","15","046","North Vancouver DM",744,988,193
"200301","15","051","North Vancouver City",1213,1699,359
"200301","15","055","West Vancouver",210,258,39
"200301","15","070","Pitt Meadows",232,382,128
"200301","15","075","Maple Ridge",1503,2240,627
"200301","17","010","Sidney",219,326,92
"200301","17","015","Central Saanich",149,210,54
"200301","17","021","Saanich",2358,3299,823
"200301","17","027","Saltspring Island",230,336,94
"200301","17","034","Victoria",4304,5578,1072
"200301","17","040","Esquimalt",940,1416,397
"200301","17","041","Colwood",211,329,104
"200301","17","044","Langford",519,829,272
"200301","17","047","View Royal",181,249,56
"200301","17","052","Sooke",393,627,194
"200301","19","008","North Cowichan",1140,1973,712
"200301","19","012","Duncan",418,723,262
"200301","19","016","Lake Cowichan",270,466,162
"200301","21","007","Nanaimo",4202,6700,2096
"200301","21","010","Nanaimo A",224,360,113
"200301","21","018","Parksville",363,581,187
"200301","21","032","Nanaimo F",290,421,105
"200301","23","008","Port Alberni",1211,2044,697
"200301","24","034","Campbell River",1276,2122,715
"200301","26","005","Comox",211,336,109
"200301","26","010","Courtenay",1258,2006,640
"200301","27","008","Powell River",747,1145,318
"200301","29","011","Sechelt",326,532,177
"200301","31","006","Squamish",330,525,164
"200301","33","042","Kamloops",2986,4499,1282
"200301","35","010","Kelowna",3038,4500,1204
"200301","35","029","West Kelowna",413,729,270
"200301","35","802","Tsinstikeptum 9",199,339,115
"200301","37","014","Vernon",1762,2783,849
"200301","37","028","Armstrong",160,253,84
"200301","39","032","Salmon Arm",568,910,281
"200301","41","005","One Hundred Mile House",207,343,108
"200301","41","009","Williams Lake",560,964,356
"200301","41","013","Quesnel",591,962,308
"200301","43","023","Port Hardy",146,274,97
"200301","47","012","Prince Rupert",923,1641,599
"200301","49","005","Kitimat",287,495,172
"200301","49","011","Terrace",842,1523,560
"200301","51","007","Vanderhoof",217,385,140
"200301","51","043","Smithers",314,534,185
"200301","53","023","Prince George",3469,5614,1879
"200301","55","014","Dawson Creek",629,982,299
"200301","55","034","Fort St. John",367,610,218
"200302","01","022","Cranbrook",697,1130,360
"200302","03","004","Creston",253,387,114
"200302","03","015","Nelson",576,812,208
"200302","03","045","Castlegar",268,398,113
"200302","03","052","Central Kootenay H",144,216,61
"200302","05","014","Trail",402,604,166
"200302","05","032","Grand Forks",265,410,117
"200302","07","014","Oliver",284,440,125
"200302","07","035","Summerland",186,282,77
"200302","07","041","Penticton",1558,2338,658
"200302","07","055","Okanagan-Similkameen H",267,428,110
"200302","09","009","Hope",453,724,209
"200302","09","020","Chilliwack",2381,3861,1282
"200302","09","052","Abbotsford",2559,4136,1357
"200302","09","056","Mission",1163,1869,613
"200302","15","001","Langley Township",1042,1557,446
"200302","15","002","Langley City",930,1480,484
"200302","15","004","Surrey",9916,16530,5602
"200302","15","007","White Rock",278,348,56
"200302","15","011","Delta",1325,2004,579
"200302","15","015","Richmond",1961,3094,937
"200302","15","022","Vancouver",24638,32705,6700
"200302","15","025","Burnaby",4955,7908,2403
"200302","15","029","New Westminster",2494,3452,734
"200302","15","034","Coquitlam",1775,2937,938
"200302","15","039","Port Coquitlam",1190,1815,537
"200302","15","043","Port Moody",298,447,125
"200302","15","046","North Vancouver DM",756,998,192
"200302","15","051","North Vancouver City",1197,1658,339
"200302","15","055","West Vancouver",194,238,38
"200302","15","070","Pitt Meadows",220,353,112
"200302","15","075","Maple Ridge",1500,2234,623
"200302","17","010","Sidney",218,320,90
"200302","17","015","Central Saanich",151,209,51
"200302","17","021","Saanich",2288,3159,760
"200302","17","027","Saltspring Island",233,334,92
"200302","17","034","Victoria",4242,5534,1090
"200302","17","040","Esquimalt",931,1399,390
"200302","17","041","Colwood",215,338,108
"200302","17","044","Langford",502,805,263
"200302","17","047","View Royal",179,250,58
"200302","17","052","Sooke",384,594,173
"200302","19","008","North Cowichan",1125,1957,717
"200302","19","012","Duncan",410,715,262
"200302","19","016","Lake Cowichan",276,471,159
"200302","21","007","Nanaimo",4103,6536,2044
"200302","21","010","Nanaimo A",205,325,99
"200302","21","018","Parksville",351,554,175
"200302","21","032","Nanaimo F",285,404,93
"200302","23","008","Port Alberni",1191,2035,705
"200302","24","034","Campbell River",1281,2126,716
"200302","26","005","Comox",206,315,96
"200302","26","010","Courtenay",1246,2007,652
"200302","27","008","Powell River",754,1182,338
"200302","29","011","Sechelt",327,533,179
"200302","31","006","Squamish",320,489,145
"200302","33","042","Kamloops",2929,4380,1224
"200302","35","010","Kelowna",3024,4500,1220
"200302","35","029","West Kelowna",419,720,254
"200302","35","802","Tsinstikeptum 9",198,338,114
"200302","37","014","Vernon",1747,2730,817
"200302","37","028","Armstrong",156,245,79
"200302","39","032","Salmon Arm",569,913,281
"200302","41","005","One Hundred Mile House",209,349,112
"200302","41","009","Williams Lake",551,936,336
"200302","41","013","Quesnel",599,960,298
"200302","43","023","Port Hardy",136,250,86
"200302","47","012","Prince Rupert",917,1636,605
"200302","49","005","Kitimat",294,513,184
"200302","49","011","Terrace",843,1536,565
"200302","51","007","Vanderhoof",211,364,129
"200302","51","043","Smithers",313,525,179
"200302","53","023","Prince George",3443,5522,1807
"200302","55","014","Dawson Creek",625,979,300
"200302","55","034","Fort St. John",347,561,191
"200303","01","022","Cranbrook",708,1144,365
"200303","03","004","Creston",244,373,111
"200303","03","015","Nelson",574,804,203
"200303","03","045","Castlegar",265,401,117
"200303","03","052","Central Kootenay H",142,219,64
"200303","05","014","Trail",401,590,154
"200303","05","032","Grand Forks",274,425,122
"200303","07","014","Oliver",282,437,123
"200303","07","035","Summerland",184,281,78
"200303","07","041","Penticton",1523,2279,640
"200303","07","055","Okanagan-Similkameen H",254,405,103
"200303","09","009","Hope",449,716,202
"200303","09","020","Chilliwack",2374,3834,1265
"200303","09","052","Abbotsford",2529,4085,1332
"200303","09","056","Mission",1146,1802,569
"200303","15","001","Langley Township",1003,1495,429
"200303","15","002","Langley City",922,1459,471
"200303","15","004","Surrey",9718,16264,5550
"200303","15","007","White Rock",272,338,50
"200303","15","011","Delta",1305,1975,575
"200303","15","015","Richmond",1961,3083,929
"200303","15","022","Vancouver",24384,32294,6568
"200303","15","025","Burnaby",4887,7788,2365
"200303","15","029","New Westminster",2481,3425,724
"200303","15","034","Coquitlam",1760,2917,929
"200303","15","039","Port Coquitlam",1160,1769,521
"200303","15","043","Port Moody",299,449,126
"200303","15","046","North Vancouver DM",754,996,194
"200303","15","051","North Vancouver City",1158,1588,313
"200303","15","055","West Vancouver",201,243,38
"200303","15","070","Pitt Meadows",214,345,111
"200303","15","075","Maple Ridge",1464,2154,590
"200303","17","010","Sidney",214,308,82
"200303","17","015","Central Saanich",151,213,54
"200303","17","021","Saanich",2265,3114,741
"200303","17","027","Saltspring Island",239,341,92
"200303","17","034","Victoria",4180,5453,1079
"200303","17","040","Esquimalt",930,1395,389
"200303","17","041","Colwood",216,335,104
"200303","17","044","Langford",492,783,255
"200303","17","047","View Royal",175,239,51
"200303","17","052","Sooke",380,582,165
"200303","19","008","North Cowichan",1090,1884,689
"200303","19","012","Duncan",411,703,249
"200303","19","016","Lake Cowichan",265,457,156
"200303","21","007","Nanaimo",4071,6479,2015
"200303","21","010","Nanaimo A",198,309,91
"200303","21","018","Parksville",354,560,179
"200303","21","032","Nanaimo F",275,392,91
"200303","23","008","Port Alberni",1171,1987,679
"200303","24","034","Campbell River",1247,2057,684
"200303","26","005","Comox",202,301,87
"200303","26","010","Courtenay",1230,1964,631
"200303","27","008","Powell River",747,1166,331
"200303","29","011","Sechelt",323,518,168
"200303","31","006","Squamish",317,475,132
"200303","33","042","Kamloops",2923,4367,1220
"200303","35","010","Kelowna",3022,4485,1210
"200303","35","029","West Kelowna",420,723,257
"200303","35","802","Tsinstikeptum 9",201,338,111
"200303","37","014","Vernon",1764,2738,818
"200303","37","028","Armstrong",154,247,83
"200303","39","032","Salmon Arm",568,897,267
"200303","41","005","One Hundred Mile House",199,333,107
"200303","41","009","Williams Lake",532,907,326
"200303","41","013","Quesnel",596,952,294
"200303","43","023","Port Hardy",141,262,94
"200303","47","012","Prince Rupert",891,1610,603
"200303","49","005","Kitimat",297,512,183
"200303","49","011","Terrace",848,1559,579
"200303","51","007","Vanderhoof",211,354,121
"200303","51","043","Smithers",305,518,177
"200303","53","023","Prince George",3320,5290,1715
"200303","55","014","Dawson Creek",607,933,274
"200303","55","034","Fort St. John",340,548,188
"200304","01","022","Cranbrook",687,1102,345
"200304","03","004","Creston",240,361,105
"200304","03","015","Nelson",569,792,197
"200304","03","045","Castlegar",263,398,117
"200304","03","052","Central Kootenay H",140,212,60
"200304","05","014","Trail",400,570,139
"200304","05","032","Grand Forks",271,408,110
"200304","07","014","Oliver",282,445,130
"200304","07","035","Summerland",181,269,70
"200304","07","041","Penticton",1496,2220,613
"200304","07","055","Okanagan-Similkameen H",256,400,99
"200304","09","009","Hope",443,720,209
"200304","09","020","Chilliwack",2317,3732,1226
"200304","09","052","Abbotsford",2543,4103,1338
"200304","09","056","Mission",1133,1783,562
"200304","15","001","Langley Township",996,1485,425
"200304","15","002","Langley City",899,1422,459
"200304","15","004","Surrey",9631,16006,5402
"200304","15","007","White Rock",275,348,57
"200304","15","011","Delta",1301,1954,562
"200304","15","015","Richmond",1955,3066,919
"200304","15","022","Vancouver",24253,32099,6517
"200304","15","025","Burnaby",4796,7637,2320
"200304","15","029","New Westminster",2528,3473,721
"200304","15","034","Coquitlam",1733,2855,901
"200304","15","039","Port Coquitlam",1145,1721,496
"200304","15","043","Port Moody",300,444,122
"200304","15","046","North Vancouver DM",762,1007,199
"200304","15","051","North Vancouver City",1147,1575,309
"200304","15","055","West Vancouver",200,243,37
"200304","15","070","Pitt Meadows",272,409,117
"200304","15","075","Maple Ridge",1430,2102,573
"200304","17","010","Sidney",203,291,78
"200304","17","015","Central Saanich",149,208,53
"200304","17","021","Saanich",2253,3072,716
"200304","17","027","Saltspring Island",232,327,85
"200304","17","034","Victoria",4159,5407,1052
"200304","17","040","Esquimalt",908,1339,360
"200304","17","041","Colwood",212,339,111
"200304","17","044","Langford",492,773,247
"200304","17","047","View Royal",178,238,49
"200304","17","052","Sooke",368,559,153
"200304","19","008","North Cowichan",1077,1851,673
"200304","19","012","Duncan",412,716,258
"200304","19","016","Lake Cowichan",262,443,147
"200304","21","007","Nanaimo",4001,6328,1940
"200304","21","010","Nanaimo A",198,307,91
"200304","21","018","Parksville",348,540,167
"200304","21","032","Nanaimo F",276,389,88
"200304","23","008","Port Alberni",1163,1964,669
"200304","24","034","Campbell River",1221,1998,653
"200304","26","005","Comox",197,302,93
"200304","26","010","Courtenay",1200,1910,608
"200304","27","008","Powell River",742,1171,340
"200304","29","011","Sechelt",317,523,177
"200304","31","006","Squamish",298,458,132
"200304","33","042","Kamloops",2887,4358,1245
"200304","35","010","Kelowna",3021,4474,1211
"200304","35","029","West Kelowna",419,730,262
"200304","35","802","Tsinstikeptum 9",202,344,114
"200304","37","014","Vernon",1756,2736,831
"200304","37","028","Armstrong",156,248,80
"200304","39","032","Salmon Arm",580,916,271
"200304","41","005","One Hundred Mile House",199,333,108
"200304","41","009","Williams Lake",518,895,328
"200304","41","013","Quesnel",585,928,289
"200304","43","023","Port Hardy",132,239,84
"200304","47","012","Prince Rupert",852,1536,569
"200304","49","005","Kitimat",299,515,182
"200304","49","011","Terrace",834,1555,583
"200304","51","007","Vanderhoof",214,361,126
"200304","51","043","Smithers",286,479,156
"200304","53","023","Prince George",3307,5273,1711
"200304","55","014","Dawson Creek",577,876,253
"200304","55","034","Fort St. John",327,502,158
"200305","01","022","Cranbrook",695,1121,353
"200305","03","004","Creston",245,378,112
"200305","03","015","Nelson",565,792,201
"200305","03","045","Castlegar",260,389,115
"200305","03","052","Central Kootenay H",134,203,55
"200305","05","014","Trail",404,579,142
"200305","05","032","Grand Forks",274,411,110
"200305","07","014","Oliver",286,442,125
"200305","07","035","Summerland",174,259,69
"200305","07","041","Penticton",1485,2188,601
"200305","07","055","Okanagan-Similkameen H",255,394,95
"200305","09","009","Hope",434,709,206
"200305","09","020","Chilliwack",2351,3786,1245
"200305","09","052","Abbotsford",2549,4090,1320
"200305","09","056","Mission",1127,1769,555
"200305","15","001","Langley Township",1001,1496,435
"200305","15","002","Langley City",883,1376,432
"200305","15","004","Surrey",9485,15723,5275
"200305","15","007","White Rock",277,351,58
"200305","15","011","Delta",1320,1981,569
"200305","15","015","Richmond",1960,3047,902
"200305","15","022","Vancouver",24239,31994,6444
"200305","15","025","Burnaby",4773,7593,2305
"200305","15","029","New Westminster",2512,3460,725
"200305","15","034","Coquitlam",1723,2865,919
"200305","15","039","Port Coquitlam",1144,1692,472
"200305","15","043","Port Moody",288,432,123
"200305","15","046","North Vancouver DM",728,969,198
"200305","15","051","North Vancouver City",1144,1589,326
"200305","15","055","West Vancouver",205,252,40
"200305","15","070","Pitt Meadows",279,417,117
"200305","15","075","Maple Ridge",1399,2085,587
"200305","17","010","Sidney",194,271,69
"200305","17","015","Central Saanich",153,212,51
"200305","17","021","Saanich",2301,3146,733
"200305","17","027","Saltspring Island",225,319,85
"200305","17","034","Victoria",4101,5328,1037
"200305","17","040","Esquimalt",906,1336,358
"200305","17","041","Colwood",212,330,102
"200305","17","044","Langford",492,773,242
"200305","17","047","View Royal",174,232,51
"200305","17","052","Sooke",371,569,164
"200305","19","008","North Cowichan",1085,1895,704
"200305","19","012","Duncan",395,696,257
"200305","19","016","Lake Cowichan",258,431,143
"200305","21","007","Nanaimo",4038,6356,1927
"200305","21","010","Nanaimo A",202,318,98
"200305","21","018","Parksville",347,532,159
"200305","21","032","Nanaimo F",270,388,92
"200305","23","008","Port Alberni",1161,1936,642
"200305","24","034","Campbell River",1218,1975,637
"200305","26","005","Comox",190,282,80
"200305","26","010","Courtenay",1209,1929,621
"200305","27","008","Powell River",742,1179,347
"200305","29","011","Sechelt",321,515,167
"200305","31","006","Squamish",297,444,121
"200305","33","042","Kamloops",2881,4359,1264
"200305","35","010","Kelowna",3035,4499,1223
"200305","35","029","West Kelowna",431,741,265
"200305","35","802","Tsinstikeptum 9",206,342,111
"200305","37","014","Vernon",1758,2741,826
"200305","37","028","Armstrong",159,259,89
"200305","39","032","Salmon Arm",564,893,264
"200305","41","005","One Hundred Mile House",198,329,105
"200305","41","009","Williams Lake",518,898,330
"200305","41","013","Quesnel",573,904,277
"200305","43","023","Port Hardy",139,259,96
"200305","47","012","Prince Rupert",868,1583,596
"200305","49","005","Kitimat",294,509,185
"200305","49","011","Terrace",837,1579,603
"200305","51","007","Vanderhoof",203,340,117
"200305","51","043","Smithers",284,480,164
"200305","53","023","Prince George",3385,5441,1795
"200305","55","014","Dawson Creek",592,902,260
"200305","55","034","Fort St. John",341,538,179
"200306","01","022","Cranbrook",687,1102,350
"200306","03","004","Creston",241,361,102
"200306","03","015","Nelson",550,786,209
"200306","03","045","Castlegar",260,389,116
"200306","03","052","Central Kootenay H",137,208,57
"200306","05","014","Trail",401,574,143
"200306","05","032","Grand Forks",271,416,118
"200306","07","014","Oliver",283,441,126
"200306","07","035","Summerland",170,256,68
"200306","07","041","Penticton",1449,2132,580
"200306","07","055","Okanagan-Similkameen H",253,390,93
"200306","09","009","Hope",436,695,194
"200306","09","020","Chilliwack",2319,3730,1214
"200306","09","052","Abbotsford",2540,4094,1332
"200306","09","056","Mission",1101,1739,560
"200306","15","001","Langley Township",988,1483,434
"200306","15","002","Langley City",867,1338,415
"200306","15","004","Surrey",9383,15474,5138
"200306","15","007","White Rock",263,328,50
"200306","15","011","Delta",1311,1955,555
"200306","15","015","Richmond",1926,2956,852
"200306","15","022","Vancouver",24079,31781,6399
"200306","15","025","Burnaby",4676,7426,2245
"200306","15","029","New Westminster",2486,3419,720
"200306","15","034","Coquitlam",1741,2865,901
"200306","15","039","Port Coquitlam",1098,1619,449
"200306","15","043","Port Moody",294,440,125
"200306","15","046","North Vancouver DM",721,959,193
"200306","15","051","North Vancouver City",1154,1595,325
"200306","15","055","West Vancouver",202,245,37
"200306","15","070","Pitt Meadows",270,404,113
"200306","15","075","Maple Ridge",1413,2086,575
"200306","17","010","Sidney",197,275,71
"200306","17","015","Central Saanich",140,189,44
"200306","17","021","Saanich",2278,3108,723
"200306","17","027","Saltspring Island",220,305,77
"200306","17","034","Victoria",4026,5249,1031
"200306","17","040","Esquimalt",900,1314,349
"200306","17","041","Colwood",202,313,95
"200306","17","044","Langford",486,770,246
"200306","17","047","View Royal",168,230,54
"200306","17","052","Sooke",383,582,165
"200306","19","008","North Cowichan",1077,1880,702
"200306","19","012","Duncan",381,659,234
"200306","19","016","Lake Cowichan",255,434,147
"200306","21","007","Nanaimo",4037,6356,1926
"200306","21","010","Nanaimo A",196,313,99
"200306","21","018","Parksville",346,528,157
"200306","21","032","Nanaimo F",283,419,108
"200306","23","008","Port Alberni",1164,1947,655
"200306","24","034","Campbell River",1222,1981,637
"200306","26","005","Comox",199,303,93
"200306","26","010","Courtenay",1198,1922,627
"200306","27","008","Powell River",741,1169,339
"200306","29","011","Sechelt",320,499,154
"200306","31","006","Squamish",294,441,124
"200306","33","042","Kamloops",2864,4349,1276
"200306","35","010","Kelowna",3032,4475,1198
"200306","35","029","West Kelowna",434,747,268
"200306","35","802","Tsinstikeptum 9",216,364,120
"200306","37","014","Vernon",1747,2705,803
"200306","37","028","Armstrong",150,241,81
"200306","39","032","Salmon Arm",544,865,254
"200306","41","005","One Hundred Mile House",198,330,107
"200306","41","009","Williams Lake",518,910,336
"200306","41","013","Quesnel",563,885,267
"200306","43","023","Port Hardy",124,237,89
"200306","47","012","Prince Rupert",857,1567,587
"200306","49","005","Kitimat",284,498,181
"200306","49","011","Terrace",822,1593,633
"200306","51","007","Vanderhoof",207,345,116
"200306","51","043","Smithers",282,483,167
"200306","53","023","Prince George",3333,5312,1721
"200306","55","014","Dawson Creek",610,934,271
"200306","55","034","Fort St. John",335,536,182
"200307","01","022","Cranbrook",682,1103,360
"200307","03","004","Creston",237,353,98
"200307","03","015","Nelson",547,780,204
"200307","03","045","Castlegar",247,384,122
"200307","03","052","Central Kootenay H",133,197,51
"200307","05","014","Trail",399,570,140
"200307","05","032","Grand Forks",264,399,111
"200307","07","014","Oliver",285,441,127
"200307","07","035","Summerland",173,261,70
"200307","07","041","Penticton",1416,2056,542
"200307","07","055","Okanagan-Similkameen H",256,395,98
"200307","09","009","Hope",430,687,193
"200307","09","020","Chilliwack",2315,3760,1247
"200307","09","052","Abbotsford",2527,4088,1349
"200307","09","056","Mission",1081,1728,566
"200307","15","001","Langley Township",966,1434,410
"200307","15","002","Langley City",858,1319,407
"200307","15","004","Surrey",9274,15243,5034
"200307","15","007","White Rock",253,310,44
"200307","15","011","Delta",1304,1935,537
"200307","15","015","Richmond",1908,2932,848
"200307","15","022","Vancouver",23836,31428,6311
"200307","15","025","Burnaby",4632,7319,2187
"200307","15","029","New Westminster",2453,3363,698
"200307","15","034","Coquitlam",1712,2780,854
"200307","15","039","Port Coquitlam",1066,1557,421
"200307","15","043","Port Moody",290,439,125
"200307","15","046","North Vancouver DM",698,943,198
"200307","15","051","North Vancouver City",1171,1605,328
"200307","15","055","West Vancouver",202,243,35
"200307","15","070","Pitt Meadows",264,402,115
"200307","15","075","Maple Ridge",1418,2086,571
"200307","17","010","Sidney",191,261,63
"200307","17","015","Central Saanich",139,186,43
"200307","17","021","Saanich",2278,3110,727
"200307","17","027","Saltspring Island",211,289,69
"200307","17","034","Victoria",3994,5219,1041
"200307","17","040","Esquimalt",898,1291,325
"200307","17","041","Colwood",200,311,98
"200307","17","044","Langford",464,731,233
"200307","17","047","View Royal",166,225,50
"200307","17","052","Sooke",381,587,174
"200307","19","008","North Cowichan",1043,1824,679
"200307","19","012","Duncan",385,669,239
"200307","19","016","Lake Cowichan",247,425,148
"200307","21","007","Nanaimo",4012,6312,1914
"200307","21","010","Nanaimo A",192,305,94
"200307","21","018","Parksville",342,513,147
"200307","21","032","Nanaimo F",275,411,109
"200307","23","008","Port Alberni",1158,1922,638
"200307","24","034","Campbell River",1230,1982,632
"200307","26","005","Comox",196,295,89
"200307","26","010","Courtenay",1167,1882,619
"200307","27","008","Powell River",761,1174,330
"200307","29","011","Sechelt",312,478,143
"200307","31","006","Squamish",291,424,112
"200307","33","042","Kamloops",2840,4333,1277
"200307","35","010","Kelowna",3008,4432,1194
"200307","35","029","West Kelowna",417,720,264
"200307","35","802","Tsinstikeptum 9",208,345,111
"200307","37","014","Vernon",1733,2695,803
"200307","37","028","Armstrong",153,241,78
"200307","39","032","Salmon Arm",553,865,247
"200307","41","005","One Hundred Mile House",180,293,93
"200307","41","009","Williams Lake",523,918,340
"200307","41","013","Quesnel",544,872,276
"200307","43","023","Port Hardy",130,238,85
"200307","47","012","Prince Rupert",838,1540,586
"200307","49","005","Kitimat",286,504,187
"200307","49","011","Terrace",821,1616,654
"200307","51","007","Vanderhoof",201,334,112
"200307","51","043","Smithers",269,467,167
"200307","53","023","Prince George",3301,5275,1708
"200307","55","014","Dawson Creek",608,935,273
"200307","55","034","Fort St. John",333,524,172
"200308","01","022","Cranbrook",675,1111,377
"200308","03","004","Creston",243,367,104
"200308","03","015","Nelson",553,794,212
"200308","03","045","Castlegar",254,403,134
"200308","03","052","Central Kootenay H",131,192,47
"200308","05","014","Trail",400,572,144
"200308","05","032","Grand Forks",250,379,107
"200308","07","014","Oliver",281,430,119
"200308","07","035","Summerland",167,249,64
"200308","07","041","Penticton",1387,2014,527
"200308","07","055","Okanagan-Similkameen H",239,364,87
"200308","09","009","Hope",440,703,200
"200308","09","020","Chilliwack",2297,3711,1225
"200308","09","052","Abbotsford",2526,4063,1335
"200308","09","056","Mission",1083,1717,557
"200308","15","001","Langley Township",969,1448,420
"200308","15","002","Langley City",855,1302,391
"200308","15","004","Surrey",9160,15065,4979
"200308","15","007","White Rock",245,297,38
"200308","15","011","Delta",1286,1876,504
"200308","15","015","Richmond",1879,2892,833
"200308","15","022","Vancouver",23459,30879,6164
"200308","15","025","Burnaby",4616,7259,2156
"200308","15","029","New Westminster",2406,3308,694
"200308","15","034","Coquitlam",1696,2747,849
"200308","15","039","Port Coquitlam",1076,1581,430
"200308","15","043","Port Moody",287,443,131
"200308","15","046","North Vancouver DM",685,909,185
"200308","15","051","North Vancouver City",1166,1602,333
"200308","15","055","West Vancouver",200,238,33
"200308","15","070","Pitt Meadows",268,409,116
"200308","15","075","Maple Ridge",1424,2078,564
"200308","17","010","Sidney",189,259,62
"200308","17","015","Central Saanich",133,183,44
"200308","17","021","Saanich",2232,3032,701
"200308","17","027","Saltspring Island",201,278,67
"200308","17","034","Victoria",3926,5111,1001
"200308","17","040","Esquimalt",905,1317,337
"200308","17","041","Colwood",202,305,91
"200308","17","044","Langford",472,733,231
"200308","17","047","View Royal",162,219,49
"200308","17","052","Sooke",356,532,145
"200308","19","008","North Cowichan",1036,1814,682
"200308","19","012","Duncan",382,676,247
"200308","19","016","Lake Cowichan",251,441,157
"200308","21","007","Nanaimo",4000,6304,1924
"200308","21","010","Nanaimo A",193,306,94
"200308","21","018","Parksville",344,525,155
"200308","21","032","Nanaimo F",270,400,105
"200308","23","008","Port Alberni",1139,1883,620
"200308","24","034","Campbell River",1225,1961,618
"200308","26","005","Comox",194,293,88
"200308","26","010","Courtenay",1179,1917,642
"200308","27","008","Powell River",768,1184,337
"200308","29","011","Sechelt",305,467,137
"200308","31","006","Squamish",287,422,114
"200308","33","042","Kamloops",2832,4319,1277
"200308","35","010","Kelowna",3007,4474,1227
"200308","35","029","West Kelowna",402,676,239
"200308","35","802","Tsinstikeptum 9",199,333,106
"200308","37","014","Vernon",1719,2722,835
"200308","37","028","Armstrong",155,249,83
"200308","39","032","Salmon Arm",528,828,244
"200308","41","005","One Hundred Mile House",168,279,91
"200308","41","009","Williams Lake",515,920,344
"200308","41","013","Quesnel",557,878,269
"200308","43","023","Port Hardy",129,239,90
"200308","47","012","Prince Rupert",791,1458,561
"200308","49","005","Kitimat",276,478,173
"200308","49","011","Terrace",804,1574,630
"200308","51","007","Vanderhoof",193,316,104
"200308","51","043","Smithers",275,469,164
"200308","53","023","Prince George",3230,5134,1654
"200308","55","014","Dawson Creek",595,931,286
"200308","55","034","Fort St. John",327,524,176
"200309","01","022","Cranbrook",669,1098,370
"200309","03","004","Creston",237,351,96
"200309","03","015","Nelson",544,778,203
"200309","03","045","Castlegar",250,388,122
"200309","03","052","Central Kootenay H",136,197,50
"200309","05","014","Trail",404,573,139
"200309","05","032","Grand Forks",241,356,97
"200309","07","014","Oliver",280,432,124
"200309","07","035","Summerland",163,237,59
"200309","07","041","Penticton",1378,1989,510
"200309","07","055","Okanagan-Similkameen H",246,373,87
"200309","09","009","Hope",434,702,204
"200309","09","020","Chilliwack",2275,3687,1221
"200309","09","052","Abbotsford",2490,3994,1302
"200309","09","056","Mission",1071,1706,551
"200309","15","001","Langley Township",965,1444,418
"200309","15","002","Langley City",845,1276,375
"200309","15","004","Surrey",9058,14811,4866
"200309","15","007","White Rock",251,307,41
"200309","15","011","Delta",1315,1920,516
"200309","15","015","Richmond",1859,2834,801
"200309","15","022","Vancouver",23280,30528,6020
"200309","15","025","Burnaby",4613,7243,2147
"200309","15","029","New Westminster",2415,3328,702
"200309","15","034","Coquitlam",1670,2704,836
"200309","15","039","Port Coquitlam",1066,1569,429
"200309","15","043","Port Moody",293,452,136
"200309","15","046","North Vancouver DM",692,924,187
"200309","15","051","North Vancouver City",1138,1552,322
"200309","15","055","West Vancouver",209,251,36
"200309","15","070","Pitt Meadows",274,415,119
"200309","15","075","Maple Ridge",1445,2118,579
"200309","17","010","Sidney",195,273,70
"200309","17","015","Central Saanich",138,188,44
"200309","17","021","Saanich",2225,3027,699
"200309","17","027","Saltspring Island",202,276,65
"200309","17","034","Victoria",3881,5053,995
"200309","17","040","Esquimalt",895,1314,339
"200309","17","041","Colwood",187,279,82
"200309","17","044","Langford",486,749,230
"200309","17","047","View Royal",151,210,52
"200309","17","052","Sooke",360,539,144
"200309","19","008","North Cowichan",1041,1806,668
"200309","19","012","Duncan",374,665,242
"200309","19","016","Lake Cowichan",247,432,154
"200309","21","007","Nanaimo",3969,6209,1876
"200309","21","010","Nanaimo A",198,321,103
"200309","21","018","Parksville",317,474,136
"200309","21","032","Nanaimo F",274,407,107
"200309","23","008","Port Alberni",1117,1831,595
"200309","24","034","Campbell River",1196,1914,603
"200309","26","005","Comox",192,286,82
"200309","26","010","Courtenay",1148,1857,619
"200309","27","008","Powell River",756,1172,335
"200309","29","011","Sechelt",298,459,137
"200309","31","006","Squamish",288,423,117
"200309","33","042","Kamloops",2838,4311,1276
"200309","35","010","Kelowna",2946,4335,1168
"200309","35","029","West Kelowna",404,676,238
"200309","35","802","Tsinstikeptum 9",195,311,94
"200309","37","014","Vernon",1687,2648,798
"200309","37","028","Armstrong",139,208,61
"200309","39","032","Salmon Arm",541,836,240
"200309","41","005","One Hundred Mile House",168,286,97
"200309","41","009","Williams Lake",496,874,322
"200309","41","013","Quesnel",557,860,254
"200309","43","023","Port Hardy",132,229,79
"200309","47","012","Prince Rupert",656,1182,442
"200309","49","005","Kitimat",273,470,171
"200309","49","011","Terrace",795,1539,611
"200309","51","007","Vanderhoof",193,329,113
"200309","51","043","Smithers",268,464,166
