"ym","cmaca","cases","recips","depchld"
"200107","907",963,1519,493
"200107","910",759,1199,384
"200107","913",2240,3650,1225
"200107","915",5120,8613,2975
"200107","918",2451,4131,1437
"200107","920",701,1224,448
"200107","925",4767,7876,2658
"200107","930",3502,6066,2220
"200107","932",4875,8693,3337
"200107","933",67057,104272,31345
"200107","934",397,675,242
"200107","935",12653,18398,4933
"200107","936",431,735,256
"200107","937",2147,3800,1397
"200107","938",5972,9881,3284
"200107","939",767,1335,478
"200107","940",1628,2849,1035
"200107","943",2658,4558,1639
"200107","944",1805,3100,1104
"200107","945",948,1473,434
"200107","950",1128,1967,720
"200107","952",1251,2142,746
"200107","955",1162,2141,816
"200107","965",1379,2529,931
"200107","970",5349,9097,3314
"200107","975",902,1494,505
"200107","977",708,1260,483
"200107","NOT RECONCILED",285,395,93
"200108","",16922,29023,10041
"200108","905",1015,1811,670
"200108","907",925,1432,457
"200108","910",767,1174,356
"200108","913",2171,3547,1202
"200108","915",5105,8601,2974
"200108","918",2469,4175,1468
"200108","920",672,1186,441
"200108","925",4808,7938,2665
"200108","930",3511,6124,2254
"200108","932",4880,8687,3328
"200108","933",66890,104029,31251
"200108","934",377,637,228
"200108","935",12614,18394,4973
"200108","936",412,697,239
"200108","937",2115,3761,1391
"200108","938",5952,9908,3317
"200108","939",762,1300,449
"200108","940",1596,2832,1047
"200108","943",2621,4465,1598
"200108","944",1802,3126,1121
"200108","945",927,1458,438
"200108","950",1155,2026,745
"200108","952",1250,2153,756
"200108","955",1087,1998,765
"200108","965",1351,2487,929
"200108","970",5292,9020,3320
"200108","975",893,1489,505
"200108","977",674,1209,477
"200108","NOT RECONCILED",290,430,120
"200109","",16726,28641,9893
"200109","905",1019,1815,671
"200109","907",940,1463,468
"200109","910",727,1124,347
"200109","913",2175,3551,1204
"200109","915",5051,8455,2895
"200109","918",2449,4093,1405
"200109","920",649,1129,409
"200109","925",4722,7766,2595
"200109","930",3454,6025,2217
"200109","932",4779,8516,3272
"200109","933",66457,103108,30840
"200109","934",376,628,224
"200109","935",12414,18107,4894
"200109","936",407,690,232
"200109","937",2118,3729,1369
"200109","938",5913,9781,3244
"200109","939",740,1255,434
"200109","940",1536,2719,1003
"200109","943",2592,4379,1550
"200109","944",1765,3037,1085
"200109","945",937,1482,452
"200109","950",1112,1932,699
"200109","952",1246,2143,753
"200109","955",898,1572,571
"200109","965",1329,2470,937
"200109","970",5147,8790,3240
"200109","975",861,1416,468
"200109","977",666,1202,477
"200109","NOT RECONCILED",335,477,125
"200110","",16468,28008,9543
"200110","905",996,1750,626
"200110","907",898,1386,436
"200110","910",686,1056,320
"200110","913",2135,3457,1143
"200110","915",5013,8327,2812
"200110","918",2364,3930,1328
"200110","920",645,1136,418
"200110","925",4515,7370,2424
"200110","930",3378,5785,2073
"200110","932",4710,8302,3136
"200110","933",66273,102389,30321
"200110","934",375,615,213
"200110","935",12274,17766,4722
"200110","936",418,697,227
"200110","937",2068,3607,1311
"200110","938",5713,9376,3058
"200110","939",733,1224,414
"200110","940",1468,2573,931
"200110","943",2589,4365,1540
"200110","944",1767,3028,1070
"200110","945",932,1463,438
"200110","950",1086,1875,669
"200110","952",1201,2073,729
"200110","955",1050,1890,697
"200110","965",1283,2375,891
"200110","970",4924,8349,3034
"200110","975",846,1364,429
"200110","977",612,1073,411
"200110","NOT RECONCILED",278,370,83
"200111","",16875,28555,9622
"200111","905",996,1726,609
"200111","907",897,1384,427
"200111","910",683,1067,328
"200111","913",2157,3448,1114
"200111","915",5072,8298,2717
"200111","918",2398,3956,1306
"200111","920",660,1155,423
"200111","925",4487,7302,2389
"200111","930",3384,5792,2057
"200111","932",4715,8318,3146
"200111","933",66425,102391,30093
"200111","934",397,641,215
"200111","935",12260,17605,4590
"200111","936",425,705,228
"200111","937",2059,3593,1305
"200111","938",5706,9300,2985
"200111","939",732,1216,413
"200111","940",1517,2624,926
"200111","943",2553,4335,1545
"200111","944",1791,3061,1077
"200111","945",939,1478,441
"200111","950",1054,1843,663
"200111","952",1211,2040,686
"200111","955",1151,2048,737
"200111","965",1347,2516,960
"200111","970",5045,8530,3070
"200111","975",880,1415,444
"200111","977",648,1134,431
"200111","NOT RECONCILED",251,338,76
"200112","",17199,29155,9842
"200112","905",1006,1726,600
"200112","907",904,1374,413
"200112","910",681,1053,316
"200112","913",2174,3495,1130
"200112","915",5168,8455,2763
"200112","918",2400,4002,1348
"200112","920",675,1172,422
"200112","925",4484,7299,2376
"200112","930",3368,5739,2028
"200112","932",4794,8398,3149
"200112","933",66368,102127,29906
"200112","934",417,676,225
"200112","935",12232,17619,4612
"200112","936",433,720,237
"200112","937",2092,3685,1360
"200112","938",5767,9403,3032
"200112","939",723,1200,406
"200112","940",1528,2646,943
"200112","943",2586,4356,1531
"200112","944",1789,3047,1072
"200112","945",943,1471,433
"200112","950",1064,1859,671
"200112","952",1195,2026,687
"200112","955",1171,2088,759
"200112","965",1371,2565,987
"200112","970",5076,8501,3022
"200112","975",892,1443,457
"200112","977",673,1153,423
"200112","NOT RECONCILED",249,348,83
"200201","",17460,29477,9851
"200201","905",1031,1758,607
"200201","907",905,1376,414
"200201","910",698,1085,324
"200201","913",2219,3550,1128
"200201","915",5275,8525,2723
"200201","918",2433,4030,1333
"200201","920",695,1192,421
"200201","925",4569,7378,2365
"200201","930",3421,5815,2043
"200201","932",4772,8362,3124
"200201","933",66881,102523,29798
"200201","934",421,689,231
"200201","935",12296,17643,4564
"200201","936",446,742,243
"200201","937",2086,3689,1369
"200201","938",5805,9413,3005
"200201","939",736,1231,416
"200201","940",1574,2726,974
"200201","943",2622,4385,1519
"200201","944",1833,3126,1096
"200201","945",960,1506,444
"200201","950",1096,1898,680
"200201","952",1226,2101,717
"200201","955",1190,2144,793
"200201","965",1382,2573,985
"200201","970",5161,8577,3013
"200201","975",909,1469,462
"200201","977",699,1181,422
"200201","NOT RECONCILED",219,318,86
"200202","",17364,29279,9747
"200202","905",1043,1775,608
"200202","907",919,1396,421
"200202","910",709,1115,340
"200202","913",2209,3518,1117
"200202","915",5305,8607,2764
"200202","918",2444,4041,1329
"200202","920",710,1232,440
"200202","925",4551,7310,2330
"200202","930",3415,5813,2049
"200202","932",4843,8452,3134
"200202","933",66989,102517,29649
"200202","934",431,705,235
"200202","935",12371,17754,4594
"200202","936",449,746,242
"200202","937",2108,3724,1381
"200202","938",5870,9526,3051
"200202","939",739,1228,414
"200202","940",1581,2739,982
"200202","943",2623,4413,1541
"200202","944",1835,3127,1090
"200202","945",952,1490,437
"200202","950",1084,1862,656
"200202","952",1252,2134,725
"200202","955",1184,2124,779
"200202","965",1384,2599,1009
"200202","970",5125,8502,2985
"200202","975",907,1462,465
"200202","977",672,1123,401
"200202","NOT RECONCILED",244,350,90
"200203","",17037,28590,9444
"200203","905",1044,1777,609
"200203","907",915,1405,434
"200203","910",679,1062,317
"200203","913",2180,3466,1101
"200203","915",5233,8450,2692
"200203","918",2414,3985,1304
"200203","920",704,1204,428
"200203","925",4455,7137,2274
"200203","930",3363,5676,1981
"200203","932",4816,8366,3077
"200203","933",66228,101209,29228
"200203","934",422,682,225
"200203","935",12213,17510,4531
"200203","936",432,719,230
"200203","937",2097,3660,1329
"200203","938",5858,9469,3019
"200203","939",723,1186,392
"200203","940",1575,2710,967
"200203","943",2591,4351,1514
"200203","944",1767,2999,1037
"200203","945",947,1480,436
"200203","950",1061,1840,659
"200203","952",1206,2033,680
"200203","955",1141,2057,759
"200203","965",1351,2529,973
"200203","970",4977,8306,2943
"200203","975",876,1426,464
"200203","977",634,1063,385
"200203","NOT RECONCILED",230,308,68
"200204","",16401,27456,9061
"200204","905",1012,1727,599
"200204","907",896,1395,440
"200204","910",657,1032,312
"200204","913",2114,3380,1087
"200204","915",5035,8104,2583
"200204","918",2312,3837,1270
"200204","920",680,1153,403
"200204","925",4303,6881,2184
"200204","930",3259,5471,1901
"200204","932",4681,8072,2935
"200204","933",64602,98652,28459
"200204","934",407,650,211
"200204","935",11863,16990,4398
"200204","936",418,691,223
"200204","937",2075,3595,1292
"200204","938",5735,9302,2987
"200204","939",688,1129,378
"200204","940",1519,2608,925
"200204","943",2503,4182,1457
"200204","944",1734,2942,1023
"200204","945",939,1480,442
"200204","950",991,1729,624
"200204","952",1155,1949,647
"200204","955",1064,1905,701
"200204","965",1320,2479,957
"200204","970",4826,8042,2842
"200204","975",815,1324,428
"200204","977",551,936,347
"200204","NOT RECONCILED",195,253,51
"200205","",15400,25551,8304
"200205","905",954,1588,521
"200205","907",853,1303,393
"200205","910",629,977,290
"200205","913",1993,3148,996
"200205","915",4773,7590,2358
"200205","918",2158,3529,1144
"200205","920",645,1095,380
"200205","925",4097,6512,2046
"200205","930",3095,5139,1771
"200205","932",4427,7562,2727
"200205","933",62336,94598,26918
"200205","934",380,594,186
"200205","935",11388,16217,4132
"200205","936",405,668,218
"200205","937",2017,3484,1256
"200205","938",5413,8744,2796
"200205","939",649,1063,357
"200205","940",1466,2493,875
"200205","943",2356,3891,1338
"200205","944",1624,2712,920
"200205","945",886,1407,427
"200205","950",921,1613,589
"200205","952",1094,1844,610
"200205","955",1021,1834,673
"200205","965",1294,2373,890
"200205","970",4640,7705,2698
"200205","975",792,1290,417
"200205","977",520,882,324
"200205","NOT RECONCILED",196,251,48
"200206","",14887,24642,7978
"200206","905",901,1510,508
"200206","907",836,1257,368
"200206","910",640,992,295
"200206","913",1881,2980,949
"200206","915",4578,7249,2238
"200206","918",2106,3418,1100
"200206","920",640,1075,362
"200206","925",3905,6251,2004
"200206","930",3023,4988,1712
"200206","932",4345,7394,2653
"200206","933",60874,92152,26128
"200206","934",357,549,169
"200206","935",10928,15479,3902
"200206","936",391,644,209
"200206","937",1982,3408,1221
"200206","938",5258,8477,2705
"200206","939",619,1000,324
"200206","940",1428,2442,869
"200206","943",2289,3767,1294
"200206","944",1629,2674,888
"200206","945",850,1362,423
"200206","950",902,1566,559
"200206","952",1080,1836,619
"200206","955",1040,1868,687
"200206","965",1271,2335,870
"200206","970",4549,7563,2651
"200206","975",781,1265,406
"200206","977",500,832,301
"200206","NOT RECONCILED",193,249,45
"200207","",14166,23259,7455
"200207","905",865,1432,470
"200207","907",801,1195,346
"200207","910",599,915,266
"200207","913",1760,2763,860
"200207","915",4309,6717,2018
"200207","918",2025,3293,1060
"200207","920",607,1013,341
"200207","925",3774,6007,1906
"200207","930",2951,4896,1694
"200207","932",4268,7247,2595
"200207","933",59568,89858,25359
"200207","934",336,526,167
"200207","935",10606,14978,3765
"200207","936",366,609,201
"200207","937",1939,3366,1228
"200207","938",5102,8269,2665
"200207","939",613,1009,335
"200207","940",1372,2345,836
"200207","943",2229,3680,1269
"200207","944",1556,2574,861
"200207","945",835,1345,427
"200207","950",867,1517,555
"200207","952",1035,1753,589
"200207","955",1016,1836,679
"200207","965",1236,2275,853
"200207","970",4365,7295,2579
"200207","975",760,1242,402
"200207","977",485,812,297
"200207","NOT RECONCILED",192,250,50
"200208","",13677,22419,7188
"200208","905",833,1375,450
"200208","907",765,1153,339
"200208","910",590,904,264
"200208","913",1731,2727,854
"200208","915",4247,6623,1991
"200208","918",2025,3297,1068
"200208","920",606,1005,332
"200208","925",3668,5805,1827
"200208","930",2897,4793,1654
"200208","932",4174,7031,2487
"200208","933",58798,88297,24675
"200208","934",331,514,159
"200208","935",10340,14566,3649
"200208","936",356,604,204
"200208","937",1927,3357,1229
"200208","938",4992,8123,2649
"200208","939",588,963,315
"200208","940",1327,2268,808
"200208","943",2154,3507,1183
"200208","944",1538,2552,862
"200208","945",844,1357,421
"200208","950",834,1440,519
"200208","952",998,1699,575
"200208","955",943,1688,626
"200208","965",1235,2258,839
"200208","970",4242,7042,2462
"200208","975",731,1195,389
"200208","977",483,805,287
"200208","NOT RECONCILED",206,257,41
"200209","",13135,21271,6663
"200209","905",801,1316,423
"200209","907",750,1131,334
"200209","910",572,888,267
"200209","913",1706,2616,775
"200209","915",4111,6336,1866
"200209","918",2011,3226,1028
"200209","920",571,916,288
"200209","925",3523,5510,1696
"200209","930",2789,4549,1524
"200209","932",4035,6740,2347
"200209","933",57706,86233,23815
"200209","934",327,517,161
"200209","935",10156,14202,3484
"200209","936",357,592,197
"200209","937",1880,3267,1187
"200209","938",4887,7969,2610
"200209","939",562,910,292
"200209","940",1281,2206,795
"200209","943",2100,3382,1113
"200209","944",1481,2455,820
"200209","945",814,1308,401
"200209","950",835,1445,523
"200209","952",953,1602,534
"200209","955",826,1439,523
"200209","965",1176,2119,781
"200209","970",4078,6711,2314
"200209","975",715,1158,370
"200209","977",444,712,239
"200209","NOT RECONCILED",167,209,35
"200210","",12681,20332,6216
"200210","905",769,1246,394
"200210","907",711,1030,279
"200210","910",561,862,250
"200210","913",1695,2545,721
"200210","915",3997,6134,1771
"200210","918",1972,3129,966
"200210","920",571,917,289
"200210","925",3380,5199,1549
"200210","930",2733,4434,1470
"200210","932",3920,6513,2245
"200210","933",56439,83803,22795
"200210","934",311,499,164
"200210","935",9901,13769,3324
"200210","936",348,561,177
"200210","937",1805,3082,1098
"200210","938",4703,7560,2403
"200210","939",557,895,285
"200210","940",1214,2039,696
"200210","943",2020,3235,1054
"200210","944",1416,2342,775
"200210","945",780,1229,363
"200210","950",795,1362,486
"200210","952",918,1517,493
"200210","955",810,1433,532
"200210","965",1107,1982,718
"200210","970",3877,6259,2098
"200210","975",676,1074,334
"200210","977",432,693,234
"200210","NOT RECONCILED",165,218,44
"200211","",12557,19991,6030
"200211","905",766,1247,392
"200211","907",711,1042,286
"200211","910",554,840,237
"200211","913",1685,2519,702
"200211","915",3941,6070,1767
"200211","918",1951,3069,929
"200211","920",582,943,300
"200211","925",3347,5122,1512
"200211","930",2697,4399,1466
"200211","932",3838,6308,2127
"200211","933",55681,82224,22088
"200211","934",315,500,158
"200211","935",9774,13563,3250
"200211","936",337,556,185
"200211","937",1772,2986,1044
"200211","938",4613,7343,2303
"200211","939",560,899,290
"200211","940",1221,2079,724
"200211","943",1991,3167,1018
"200211","944",1401,2327,775
"200211","945",762,1176,335
"200211","950",778,1343,484
"200211","952",902,1473,467
"200211","955",919,1655,623
"200211","965",1080,1937,692
"200211","970",3799,6122,2044
"200211","975",675,1076,343
"200211","977",422,688,238
"200211","NOT RECONCILED",135,158,18
"200212","",12623,20178,6136
"200212","905",759,1224,379
"200212","907",718,1047,286
"200212","910",559,860,249
"200212","913",1724,2576,713
"200212","915",3990,6108,1760
"200212","918",1942,3077,937
"200212","920",579,941,301
"200212","925",3312,5037,1461
"200212","930",2705,4402,1460
"200212","932",3773,6132,2031
"200212","933",55270,81292,21650
"200212","934",322,514,163
"200212","935",9753,13527,3239
"200212","936",329,556,190
"200212","937",1737,2939,1033
"200212","938",4615,7322,2274
"200212","939",565,903,295
"200212","940",1220,2051,694
"200212","943",1996,3187,1024
"200212","944",1399,2314,764
"200212","945",763,1185,342
"200212","950",771,1332,483
"200212","952",919,1492,467
"200212","955",936,1662,613
"200212","965",1067,1923,693
"200212","970",3742,6035,2012
"200212","975",675,1067,340
"200212","977",418,690,242
"200212","NOT RECONCILED",119,139,19
"200301","",12795,20464,6207
"200301","905",784,1261,388
"200301","907",716,1038,275
"200301","910",564,857,240
"200301","913",1726,2585,723
"200301","915",4043,6184,1774
"200301","918",1972,3112,943
"200301","920",568,910,281
"200301","925",3329,5074,1465
"200301","930",2714,4446,1493
"200301","932",3808,6155,2018
"200301","933",55321,81072,21414
"200301","934",330,525,164
"200301","935",9742,13478,3185
"200301","936",334,564,189
"200301","937",1761,3005,1063
"200301","938",4559,7258,2263
"200301","939",572,904,284
"200301","940",1235,2090,713
"200301","943",2004,3172,998
"200301","944",1382,2282,756
"200301","945",763,1168,324
"200301","950",773,1317,470
"200301","952",908,1462,447
"200301","955",950,1678,607
"200301","965",1071,1933,699
"200301","970",3685,5955,1979
"200301","975",686,1083,335
"200301","977",403,660,228
"200301","NOT RECONCILED",85,99,11
"200302","",12625,20106,6046
"200302","905",784,1256,387
"200302","907",713,1018,264
"200302","910",564,855,240
"200302","913",1733,2585,714
"200302","915",4036,6174,1771
"200302","918",1956,3060,911
"200302","920",569,913,281
"200302","925",3267,4935,1399
"200302","930",2696,4362,1438
"200302","932",3733,6030,1980
"200302","933",54819,79951,20880
"200302","934",320,489,145
"200302","935",9576,13212,3095
"200302","936",317,531,172
"200302","937",1730,2962,1057
"200302","938",4431,7040,2190
"200302","939",566,880,269
"200302","940",1215,2080,720
"200302","943",1978,3135,992
"200302","944",1389,2286,753
"200302","945",771,1206,344
"200302","950",753,1273,448
"200302","952",914,1477,453
"200302","955",946,1677,615
"200302","965",1064,1932,704
"200302","970",3653,5841,1892
"200302","975",684,1083,336
"200302","977",385,617,205
"200302","NOT RECONCILED",85,105,16
"200303","",12513,19975,6034
"200303","905",797,1264,386
"200303","907",715,1021,263
"200303","910",561,835,224
"200303","913",1699,2523,694
"200303","915",4035,6154,1757
"200303","918",1976,3067,914
"200303","920",569,898,267
"200303","925",3264,4922,1389
"200303","930",2687,4328,1413
"200303","932",3688,5916,1913
"200303","933",54083,78762,20515
"200303","934",317,475,132
"200303","935",9452,12995,3022
"200303","936",310,517,165
"200303","937",1691,2864,1008
"200303","938",4388,6960,2150
"200303","939",562,870,268
"200303","940",1193,2028,692
"200303","943",1951,3050,949
"200303","944",1352,2212,722
"200303","945",765,1191,336
"200303","950",724,1227,430
"200303","952",888,1427,434
"200303","955",917,1646,611
"200303","965",1062,1945,714
"200303","970",3520,5594,1796
"200303","975",663,1033,308
"200303","977",375,600,202
"200303","NOT RECONCILED",74,92,17
"200304","",12303,19568,5889
"200304","905",776,1226,369
"200304","907",713,1014,258
"200304","910",561,820,212
"200304","913",1666,2457,667
"200304","915",4025,6151,1768
"200304","918",1975,3075,929
"200304","920",581,917,271
"200304","925",3231,4925,1423
"200304","930",2628,4217,1373
"200304","932",3689,5915,1912
"200304","933",53763,78032,20174
"200304","934",298,458,132
"200304","935",9363,12790,2919
"200304","936",312,510,160
"200304","937",1679,2844,1001
"200304","938",4312,6798,2073
"200304","939",554,842,251
"200304","940",1183,2000,680
"200304","943",1909,3004,944
"200304","944",1321,2143,689
"200304","945",759,1194,346
"200304","950",705,1216,436
"200304","952",857,1363,414
"200304","955",878,1574,578
"200304","965",1050,1938,714
"200304","970",3500,5559,1786
"200304","975",635,978,288
"200304","977",358,545,167
"200304","NOT RECONCILED",27,34,7
"200305","",12242,19453,5857
"200305","905",783,1243,377
"200305","907",710,1010,259
"200305","910",562,816,206
"200305","913",1654,2427,658
"200305","915",4055,6176,1773
"200305","918",1982,3091,931
"200305","920",564,893,264
"200305","925",3207,4909,1439
"200305","930",2658,4274,1397
"200305","932",3688,5888,1888
"200305","933",53497,77507,19966
"200305","934",297,444,121
"200305","935",9335,12745,2905
"200305","936",305,492,152
"200305","937",1680,2889,1041
"200305","938",4357,6843,2068
"200305","939",558,838,243
"200305","940",1182,1973,653
"200305","943",1903,2984,931
"200305","944",1320,2120,671
"200305","945",760,1204,352
"200305","950",706,1227,440
"200305","952",837,1325,397
"200305","955",898,1628,608
"200305","965",1054,1971,742
"200305","970",3576,5740,1883
"200305","975",651,1005,295
"200305","977",370,581,189
"200305","NOT RECONCILED",10,12,2
"200306","",12157,19258,5765
"200306","905",779,1233,379
"200306","907",690,990,261
"200306","910",561,811,205
"200306","913",1616,2372,638
"200306","915",4068,6177,1756
"200306","918",1960,3040,902
"200306","920",544,865,254
"200306","925",3179,4875,1443
"200306","930",2615,4189,1350
"200306","932",3654,5865,1907
"200306","933",53006,76552,19562
"200306","934",294,441,124
"200306","935",9213,12580,2877
"200306","936",290,458,135
"200306","937",1672,2850,1015
"200306","938",4346,6830,2064
"200306","939",553,831,241
"200306","940",1184,1984,666
"200306","943",1898,2995,951
"200306","944",1328,2134,675
"200306","945",760,1198,347
"200306","950",714,1243,444
"200306","952",820,1292,381
"200306","955",890,1617,600
"200306","965",1038,1991,779
"200306","970",3528,5621,1817
"200306","975",669,1039,308
"200306","977",366,580,191
"200307","",11951,18892,5644
"200307","905",776,1240,391
"200307","907",693,997,262
"200307","910",549,795,200
"200307","913",1585,2303,605
"200307","915",4007,6065,1730
"200307","918",1952,3038,902
"200307","920",553,865,247
"200307","925",3144,4832,1431
"200307","930",2614,4230,1391
"200307","932",3621,5845,1927
"200307","933",52443,75518,19158
"200307","934",291,424,112
"200307","935",9134,12455,2851
"200307","936",279,441,130
"200307","937",1635,2792,992
"200307","938",4311,6766,2042
"200307","939",534,794,225
"200307","940",1180,1960,649
"200307","943",1862,2926,920
"200307","944",1336,2140,676
"200307","945",777,1199,338
"200307","950",715,1243,445
"200307","952",797,1267,382
"200307","955",872,1592,601
"200307","965",1054,2046,811
"200307","970",3488,5568,1799
"200307","975",663,1032,306
"200307","977",364,569,184
"200308","",11812,18689,5580
"200308","905",765,1239,404
"200308","907",705,1022,275
"200308","910",547,785,196
"200308","913",1557,2251,581
"200308","915",3980,6043,1728
"200308","918",1935,3063,935
"200308","920",528,828,244
"200308","925",3127,4809,1432
"200308","930",2590,4164,1354
"200308","932",3622,5809,1904
"200308","933",51808,74496,18846
"200308","934",287,422,114
"200308","935",8997,12212,2748
"200308","936",276,429,123
"200308","937",1626,2785,1000
"200308","938",4297,6763,2059
"200308","939",527,785,222
"200308","940",1160,1921,631
"200308","943",1864,2941,929
"200308","944",1324,2106,657
"200308","945",784,1207,342
"200308","950",710,1250,450
"200308","952",805,1270,378
"200308","955",824,1515,582
"200308","965",1032,1989,781
"200308","970",3427,5435,1739
"200308","975",648,1028,321
"200308","977",362,573,188
"200309","",11649,18313,5407
"200309","905",757,1224,398
"200309","907",689,994,263
"200309","910",550,793,196
"200309","913",1543,2216,556
"200309","915",3915,5880,1656
"200309","918",1911,3001,901
"200309","920",541,836,240
"200309","925",3129,4789,1424
"200309","930",2563,4132,1351
"200309","932",3574,5728,1864
"200309","933",51514,73832,18556
"200309","934",288,423,117
"200309","935",8938,12156,2744
"200309","936",276,436,129
"200309","937",1627,2767,975
"200309","938",4265,6672,2017
"200309","939",499,748,214
"200309","940",1136,1866,606
"200309","943",1823,2861,896
"200309","944",1290,2051,640
"200309","945",770,1192,340
"200309","950",685,1183,416
"200309","952",791,1230,357
"200309","955",681,1230,462
"200309","965",1018,1938,754
"200309","970",3386,5356,1709
"200309","975",646,1021,317
"200309","977",362,564,181
"200310","",11442,17844,5163
"200310","905",734,1163,364
"200310","907",664,941,237
"200310","910",543,779,188
"200310","913",1570,2236,551
"200310","915",3888,5795,1594
"200310","918",1910,2948,853
"200310","920",532,801,223
"200310","925",3090,4720,1375
"200310","930",2524,4058,1326
"200310","932",3563,5651,1804
"200310","933",51200,73002,18084
"200310","934",299,456,136
"200310","935",8855,11928,2615
"200310","936",281,450,136
"200310","937",1597,2704,948
"200310","938",4256,6538,1893
"200310","939",516,777,222
"200310","940",1144,1876,603
"200310","943",1796,2789,856
"200310","944",1269,2003,619
"200310","945",755,1151,318
"200310","950",675,1138,387
"200310","952",773,1212,356
"200310","955",715,1261,443
"200310","965",988,1838,685
"200310","970",3302,5168,1623
"200310","975",644,1012,309
"200310","977",347,556,188
"200311","",11522,17919,5173
"200311","905",715,1110,336
"200311","907",673,940,229
"200311","910",541,779,189
"200311","913",1571,2224,541
"200311","915",3864,5726,1551
"200311","918",1921,2990,884
"200311","920",539,806,220
"200311","925",3043,4616,1326
"200311","930",2500,3968,1270
"200311","932",3523,5563,1763
"200311","933",50725,71870,17535
"200311","934",296,449,131
"200311","935",8852,11880,2570
"200311","936",279,451,138
"200311","937",1586,2685,934
"200311","938",4088,6281,1818
"200311","939",506,773,225
"200311","940",1137,1843,585
"200311","943",1805,2799,858
"200311","944",1247,1947,584
"200311","945",747,1116,296
"200311","950",665,1124,389
"200311","952",756,1176,337
"200311","955",772,1381,493
"200311","965",968,1778,651
"200311","970",3208,5039,1583
"200311","975",647,1016,308
"200311","977",355,552,177
"200312","",11608,18109,5235
"200312","905",721,1129,343
"200312","907",680,939,219
"200312","910",545,790,193
"200312","913",1607,2289,566
"200312","915",3860,5674,1500
"200312","918",1926,2974,862
"200312","920",554,820,218
"200312","925",3093,4664,1311
"200312","930",2527,4005,1277
"200312","932",3526,5533,1730
"200312","933",50596,71499,17309
"200312","934",301,465,140
"200312","935",8870,11843,2527
"200312","936",285,455,137
"200312","937",1582,2682,939
"200312","938",4075,6229,1788
"200312","939",521,792,229
"200312","940",1161,1883,598
"200312","943",1810,2789,841
"200312","944",1274,1996,609
"200312","945",762,1138,306
"200312","950",655,1094,371
"200312","952",782,1214,344
"200312","955",807,1443,517
"200312","965",976,1798,665
"200312","970",3215,5038,1575
"200312","975",648,1028,314
"200312","977",348,532,166
"200401","",11776,18382,5322
"200401","905",719,1110,324
"200401","907",693,971,237
"200401","910",547,782,183
"200401","913",1641,2362,587
"200401","915",3956,5807,1528
"200401","918",1935,3030,904
"200401","920",564,842,227
"200401","925",3103,4644,1280
"200401","930",2559,4064,1292
"200401","932",3558,5536,1699
"200401","933",50841,71680,17258
"200401","934",305,464,135
"200401","935",8923,11918,2540
"200401","936",287,459,140
"200401","937",1612,2718,939
"200401","938",4091,6233,1768
"200401","939",522,786,223
"200401","940",1176,1900,602
"200401","943",1823,2807,840
"200401","944",1301,2035,614
"200401","945",783,1173,315
"200401","950",656,1120,393
"200401","952",803,1250,354
"200401","955",831,1468,512
"200401","965",1005,1854,679
"200401","970",3227,5077,1586
"200401","975",652,1036,315
"200401","977",352,538,166
"200402","",11790,18371,5301
"200402","905",717,1098,314
"200402","907",685,970,239
"200402","910",547,773,177
"200402","913",1665,2405,602
"200402","915",3948,5799,1530
"200402","918",1932,2979,863
"200402","920",581,868,229
"200402","925",3084,4576,1230
"200402","930",2614,4120,1302
"200402","932",3562,5502,1658
"200402","933",50699,71188,16958
"200402","934",312,477,142
"200402","935",8982,11968,2532
"200402","936",293,466,139
"200402","937",1588,2658,916
"200402","938",4084,6221,1772
"200402","939",524,778,215
"200402","940",1189,1904,597
"200402","943",1806,2753,808
"200402","944",1300,2019,592
"200402","945",791,1192,323
"200402","950",645,1086,375
"200402","952",796,1239,352
"200402","955",815,1418,494
"200402","965",999,1805,646
"200402","970",3214,5059,1579
"200402","975",659,1051,318
"200402","977",331,500,150
"200403","",11725,18198,5235
"200403","905",723,1114,325
"200403","907",698,992,245
"200403","910",561,790,179
"200403","913",1658,2388,598
"200403","915",3934,5778,1522
"200403","918",1909,2936,849
"200403","920",576,855,221
"200403","925",3072,4554,1224
"200403","930",2613,4108,1295
"200403","932",3590,5569,1689
"200403","933",50462,70786,16833
"200403","934",304,452,128
"200403","935",8963,11910,2490
"200403","936",286,441,122
"200403","937",1585,2637,899
"200403","938",4096,6225,1766
"200403","939",522,759,199
"200403","940",1207,1926,603
"200403","943",1783,2735,813
"200403","944",1282,1991,589
"200403","945",799,1211,328
"200403","950",654,1106,386
"200403","952",801,1263,373
"200403","955",813,1415,492
"200403","965",986,1776,632
"200403","970",3231,5094,1605
"200403","975",649,1015,300
"200403","977",324,496,152
"200404","",11604,17938,5116
"200404","905",715,1095,315
"200404","907",685,974,239
"200404","910",553,775,175
"200404","913",1650,2373,593
"200404","915",3946,5715,1464
"200404","918",1875,2879,829
"200404","920",568,829,201
"200404","925",3015,4466,1197
"200404","930",2581,4042,1268
"200404","932",3580,5514,1650
"200404","933",50136,70133,16579
"200404","934",300,440,121
"200404","935",8952,11873,2482
"200404","936",280,425,114
"200404","937",1569,2628,914
"200404","938",4093,6218,1774
"200404","939",511,744,198
"200404","940",1192,1900,601
"200404","943",1779,2732,814
"200404","944",1263,1935,559
"200404","945",774,1159,309
"200404","950",637,1055,354
"200404","952",789,1226,355
"200404","955",771,1357,486
"200404","965",969,1747,627
